41.98368036,-87.73196637
41.98368036,-87.73196637
41.91858774,-87.73868432
41.95860696,-87.64887591
41.95860696,-87.64887591
41.78237428,-87.72394038
41.80863501,-87.69162625
41.77972261,-87.76560266
41.78756086,-87.70109289
41.80973534,-87.72839983
41.70742585,-87.56314428
41.68211253,-87.65802066
41.77228398,-87.66539935
41.77143398,-87.5700688
41.92584606,-87.69241409
41.930458,-87.76971783
41.93999714,-87.72094768
41.9332074,-87.73822256
41.93628715,-87.66008738
41.93719592,-87.81145646
41.99904741,-87.67288538
41.90423157,-87.75056579
41.97968211,-87.67173934
41.78465776,-87.694618
41.84887589,-87.72238848
42.01392106,-87.70297935
41.896425,-87.71985886
41.98168482,-87.66143763
41.98168482,-87.66143763
41.96049805,-87.71571519
41.66511954,-87.55790434
41.91986098,-87.65018238
41.91075279,-87.71642387
41.96317932,-87.76622011
41.92644685,-87.73805033
41.88589385,-87.62239015
41.88589385,-87.62239015
41.91758642,-87.69863599
41.92315145,-87.70174222
41.90042331,-87.75068251
41.76945358,-87.68190985
41.916869,-87.7104284
42.00784099,-87.67633327
41.78788979,-87.72151908
41.94798293,-87.6450363
41.77490429,-87.77760208
41.78289821,-87.78986246
41.77432483,-87.69556255
41.84499483,-87.62545634
41.91677814,-87.71042533
41.95264509,-87.6873616
41.71153921,-87.61159065
42.01019106,-87.68100316
41.69135523,-87.53152072
41.99149153,-87.68831996
41.74944245,-87.61139032
41.96050142,-87.69036818
41.77923143,-87.73146984
41.95481315,-87.69051126
41.94325587,-87.6409804
41.96698037,-87.66646331
41.95435715,-87.67077258
41.93791561,-87.65833438
41.69284453,-87.68027086
41.71259961,-87.53634041
41.79499446,-87.71693367
41.85594199,-87.71866481
41.9067379,-87.68944002
41.8969405,-87.69783088
41.73226288,-87.57817726
41.73535525,-87.59311245
41.80311827,-87.74073308
41.73201451,-87.60242266
41.93036708,-87.70478509
41.91911707,-87.72557777
41.90034793,-87.71418272
41.9132998,-87.72903022
41.73233087,-87.64854034
41.80754969,-87.61155576
41.94787016,-87.74392286
41.94533012,-87.82508324
41.94104055,-87.77977778
41.7780872,-87.66771024
41.90176026,-87.73300319
41.9753558,-87.65189745
41.99430453,-87.70302176
41.95439322,-87.69962378
41.86813673,-87.72228502
41.85545416,-87.71743087
42.0161655,-87.66783102
41.9858547,-87.65823215
42.01286874,-87.67834527
41.78769661,-87.686165
41.7899626,-87.78523913
41.99518142,-87.68749797
41.76088063,-87.67479261
41.99529426,-87.68750222
41.92118232,-87.72803676
41.88032585,-87.69961186
41.73159715,-87.55005102
41.8960409,-87.74840319
41.84128241,-87.64011948
41.78769661,-87.686165
41.85083404,-87.63417429
41.85894009,-87.66149486
41.7881615,-87.77448101
41.78536424,-87.73135991
